NINT;poids;DATE_CONTACT;mois;jour;quest_debut;quest_fin;SEXE;AG99;AGE_REP;ANNEE_REP;eqtv;Recept_ADSL;Recept_Para;Recept_elargie;Recept_tradi;abcp;abon_adsl;abon_elargie;habtv1;habtv2;habtv3;habtv4;habtv5;habtv6;habtv7;habtv8;habtv9;habtv10;init1;init2;init3;init4;init5;init6;init7;init8;init9;init10
438;0,69;18/04/2014;4;4;17:27:03;17:53:38;2;17;1;1997;1;0;1;1;0;2;2;1;2;2;5;2;2;2;1;1;1;2;1;1;2;1;1;1;1;2;1;1
439;6,32;19/04/2014;4;5;14:05:21;14:27:01;1;38;4;1976;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;1;1;2;2;2;2;2;1;2;1;1
44;5,03;01/04/2014;4;1;16:21:39;16:55:09;2;45;4;1969;1;0;1;1;0;2;2;1;1;3;3;1;1;1;1;3;1;4;1;1;2;1;1;1;1;1;1;1
440;0,58;19/04/2014;4;5;14:22:42;14:39:41;2;28;3;1986;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;4;4;1;2;2;2;2;2;2;2;1;1
441;0,61;19/04/2014;4;5;14:34:17;14:49:54;2;40;4;1974;1;0;1;1;0;1;1;1;4;5;1;3;1;5;5;5;5;3;1;1;1;1;1;1;2;2;2;1
442;0,95;19/04/2014;4;5;14:03:24;14:51:03;1;38;4;1976;1;0;0;1;0;1;1;1;1;1;1;1;5;1;1;5;1;1;1;1;1;1;1;1;1;2;2;1
443;0,62;19/04/2014;4;5;14:40:11;14:57:33;1;34;3;1980;1;0;1;1;0;2;1;1;2;4;5;3;4;4;3;3;3;1;1;1;2;1;1;1;1;2;1;1
444;0,66;19/04/2014;4;5;14:40:42;15:06:32;2;34;3;1980;1;0;1;1;0;1;1;1;1;1;1;1;3;1;3;1;3;3;1;1;1;1;1;1;1;1;1;1
445;1,02;19/04/2014;4;5;15:04:54;15:29:41;1;21;2;1993;1;0;0;1;0;2;1;1;2;2;5;1;3;5;5;5;2;1;1;1;2;1;1;1;2;2;1;1
446;0,63;19/04/2014;4;5;15:01:34;15:37:53;2;18;1;1996;1;0;1;1;0;2;2;1;1;2;1;1;1;1;2;1;1;5;1;1;2;2;3;3;1;2;1;1
447;3,37;19/04/2014;4;5;15:00:40;15:48:32;2;39;4;1975;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;5;4;1;2;2;2;2;2;2;2;1;1
448;2,35;19/04/2014;4;5;15:55:52;16:20:45;2;31;3;1983;1;0;0;1;0;2;1;1;3;5;3;3;2;5;5;5;5;3;1;2;1;1;1;2;2;2;1;1
45;0,5;01/04/2014;4;1;16:38:25;16:56:12;2;27;3;1987;1;1;0;1;0;2;1;1;3;4;4;3;4;5;5;5;4;3;1;1;1;1;1;3;3;2;1;1
451;7,06;19/04/2014;4;5;15:53:47;16:34:49;2;45;4;1969;1;0;0;1;0;1;2;1;1;1;4;1;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1;1
452;0,55;19/04/2014;4;5;16:13:13;16:34:55;1;30;3;1984;1;0;0;0;1;2;2;0;3;5;4;4;5;5;5;5;4;4;1;2;2;2;2;2;2;2;1;1
454;0,62;19/04/2014;4;5;16:34:58;16:47:24;2;54;5;1960;0;0;0;0;0;2;2;0;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;
455;7,21;19/04/2014;4;5;16:26:26;16:49:07;2;48;4;1966;1;0;1;1;0;1;2;1;1;3;3;1;3;1;4;4;5;3;1;1;1;1;1;1;1;1;1;1
457;0,6;19/04/2014;4;5;16:47:56;17:07:40;2;45;4;1969;1;0;1;1;1;1;2;0;1;3;4;1;3;4;3;3;5;4;1;1;1;1;1;1;1;1;2;1
458;0,66;19/04/2014;4;5;16:50:12;17:11:04;2;17;1;1997;1;0;1;1;0;2;1;1;1;4;5;5;5;4;5;5;4;4;1;1;2;3;3;1;3;3;1;1
46;4,58;01/04/2014;4;1;16:47:21;17:21:46;1;44;4;1970;1;0;0;0;1;2;2;0;1;5;4;5;5;5;5;5;4;1;1;2;2;2;2;2;2;2;1;1
464;6,01;20/04/2014;4;6;14:02:19;14:27:36;2;45;4;1969;1;0;1;1;0;2;2;1;1;4;4;4;4;4;5;5;4;4;1;1;2;1;1;1;2;2;1;1
466;3,22;20/04/2014;4;6;14:12:41;14:32:28;2;19;1;1995;1;0;0;0;1;2;2;0;2;5;5;5;5;5;5;5;4;2;1;2;2;2;2;2;2;2;1;1
468;0,88;20/04/2014;4;6;14:16:56;14:40:10;1;58;5;1956;1;0;0;1;0;2;1;1;1;4;3;3;3;3;5;5;5;1;1;1;2;1;1;1;1;2;2;1
469;0,62;20/04/2014;4;6;14:32:41;14:51:04;2;17;1;1997;1;0;1;1;0;2;2;1;5;5;5;5;5;1;5;5;3;4;1;1;2;1;1;1;2;2;1;1
47;0,51;01/04/2014;4;1;17:05:09;17:22:05;1;39;4;1975;1;0;0;1;0;2;1;1;3;5;5;3;3;3;5;5;5;3;1;1;2;1;1;1;2;2;1;1
470;2,05;20/04/2014;4;6;14:27:41;14:53:08;1;27;3;1987;1;0;0;1;0;1;1;1;1;4;1;1;4;4;4;5;1;3;1;1;1;1;1;1;1;1;1;1
471;4,27;20/04/2014;4;6;14:36:11;14:53:47;2;17;1;1997;1;0;1;1;0;1;2;1;1;3;1;1;5;3;1;2;3;3;1;1;1;1;1;1;1;1;1;1
472;0,54;20/04/2014;4;6;14:39:30;14:59:24;1;46;4;1968;1;0;1;1;0;1;2;1;1;2;2;3;3;3;4;3;5;2;1;1;1;1;1;1;1;1;2;1
475;0,86;20/04/2014;4;6;15:08:18;15:33:36;1;16;1;1998;1;0;1;1;0;2;2;1;1;1;3;3;1;1;1;1;3;3;1;1;1;1;1;1;1;1;2;1
476;0,86;20/04/2014;4;6;15:03:43;15:45:45;2;19;1;1995;1;0;0;0;1;2;2;0;1;1;1;1;1;1;1;5;1;1;1;2;2;2;2;2;1;2;1;1
477;0,76;20/04/2014;4;6;15:26:05;15:46:51;1;35;4;1979;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;4;4;4;1;2;2;2;2;2;2;2;1;1
479;0,65;20/04/2014;4;6;15:48:22;16:25:31;1;29;3;1985;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;4;4;1;2;2;2;2;2;2;2;1;1
481;0,7;20/04/2014;4;6;16:05:45;16:32:28;2;15;1;1999;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;1;1;2;2;1;2;2;2;2;1;1
482;0,49;20/04/2014;4;6;16:28:25;16:49:24;2;29;3;1985;1;0;1;1;0;1;2;1;1;4;1;1;4;4;3;4;5;2;1;1;1;1;1;1;1;1;1;1
484;1,05;20/04/2014;4;6;16:46:17;17:10:40;2;44;4;1970;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;1;1;2;2;2;2;2;2;2;1;1
485;1,23;20/04/2014;4;6;16:54:15;17:19:34;1;46;4;1968;1;0;1;1;0;2;2;1;1;4;5;2;5;3;5;5;5;5;1;1;2;1;1;1;3;1;2;1
487;6,66;20/04/2014;4;6;16:58:43;17:48:05;1;53;5;1961;1;0;0;0;1;2;2;0;2;2;1;4;5;3;5;3;4;1;1;1;1;2;2;1;2;1;1;1
489;5,83;21/04/2014;4;7;14:22:07;14:33:53;2;30;3;1984;1;0;1;1;0;1;2;1;3;2;2;1;2;4;5;5;4;2;1;1;1;1;1;1;1;1;2;1
49;5,53;01/04/2014;4;1;17:28:14;17:40:28;2;34;3;1980;0;0;0;0;0;2;2;0;4;5;5;4;5;5;5;5;5;3;;;;;;;;;;
490;3,04;21/04/2014;4;7;14:21:00;14:48:00;2;16;1;1998;1;0;0;1;0;1;2;1;1;2;2;3;2;2;1;2;1;4;1;1;1;1;1;1;1;1;1;1
491;4,46;21/04/2014;4;7;14:35:52;14:59:49;1;47;4;1967;1;0;0;0;1;2;2;0;2;5;5;3;5;5;5;5;2;1;1;2;2;2;2;2;2;2;1;1
492;2,86;21/04/2014;4;7;14:42:11;15:01:22;2;18;1;1996;1;0;1;1;1;2;2;0;1;1;5;1;2;1;3;1;1;1;1;1;2;2;2;1;2;1;1;2
494;0,56;21/04/2014;4;7;14:52:56;15:11:35;2;46;4;1968;1;0;1;1;0;2;2;1;2;4;3;1;2;4;5;5;5;1;1;1;1;1;1;1;2;2;1;1
495;6,48;21/04/2014;4;7;14:48:56;15:14:06;1;33;3;1981;1;0;1;1;0;1;2;1;1;2;2;2;2;2;4;3;5;3;1;1;1;1;1;1;1;1;2;1
499;7,47;21/04/2014;4;7;14:58:07;15:30:18;2;35;4;1979;1;0;1;1;0;2;2;1;1;1;4;4;4;2;5;4;4;3;1;1;1;1;1;1;1;1;2;1
5;0,55;31/03/2014;3;7;14:24:44;14:53:33;1;23;2;1991;1;0;0;0;1;2;2;0;1;3;3;3;3;5;5;4;1;1;1;2;2;2;2;2;2;2;1;1
50;1,85;02/04/2014;4;2;14:01:52;14:29:14;1;19;1;1995;1;0;1;1;0;2;2;1;2;3;2;3;3;5;3;2;2;5;1;1;2;1;1;1;1;2;1;1
501;3,81;21/04/2014;4;7;15:12:02;15:32:43;1;15;1;1999;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;5;1;2;2;2;2;2;2;2;1;1
502;3,11;21/04/2014;4;7;15:30:08;15:52:19;2;15;1;1999;1;0;1;1;0;2;2;1;1;3;5;5;1;1;3;5;1;5;1;1;2;1;1;1;1;1;1;1
504;0,54;21/04/2014;4;7;15:32:49;15:53:34;2;35;4;1979;1;0;1;1;0;1;1;1;1;1;4;3;4;3;4;4;5;4;1;1;1;1;1;1;1;1;2;1
505;0,54;21/04/2014;4;7;15:33:34;15:53:48;1;23;2;1991;1;0;0;0;1;2;2;0;1;4;4;2;4;4;4;5;1;4;1;2;2;2;2;2;2;2;1;1
507;6,38;21/04/2014;4;7;15:35:06;16:07:16;1;29;3;1985;1;0;0;0;1;2;2;0;1;1;5;5;1;5;5;5;5;5;1;2;2;1;2;2;2;2;2;1
509;0,78;21/04/2014;4;7;16:19:19;16:36:37;2;60;5;1954;1;0;0;1;0;2;1;1;2;5;4;4;5;4;5;5;5;3;1;3;2;1;1;1;3;3;3;1
51;3,84;02/04/2014;4;2;14:15:39;14:44:27;1;30;3;1984;1;0;0;0;1;2;2;0;4;5;4;4;5;5;5;5;4;2;1;2;2;2;2;2;2;2;1;1
510;0,85;21/04/2014;4;7;16:15:54;16:37:45;2;20;2;1994;1;0;0;1;0;1;1;1;1;3;2;2;3;3;4;2;3;2;1;1;1;1;1;1;1;1;1;1
511;1,39;21/04/2014;4;7;16:11:11;16:37:56;2;21;2;1993;1;0;1;1;1;2;2;0;1;5;5;5;5;5;5;5;2;4;1;2;2;2;2;2;2;2;1;1
512;0,91;21/04/2014;4;7;16:15:31;16:41:25;1;49;4;1965;1;0;0;1;0;2;1;1;1;4;5;4;4;1;5;5;2;2;1;1;2;1;1;1;2;1;1;1
513;0,51;21/04/2014;4;7;16:16:13;16:43:21;2;25;3;1989;1;0;0;1;0;1;1;1;1;1;1;4;1;2;5;5;4;1;1;1;2;1;1;1;2;2;1;1
514;0,53;21/04/2014;4;7;16:14:18;16:46:56;2;24;2;1990;0;0;0;0;0;2;2;0;1;5;5;5;5;1;5;2;2;2;;;;;;;;;;
516;0,52;21/04/2014;4;7;17:04:59;17:19:43;1;28;3;1986;1;0;0;0;1;2;2;0;4;5;5;5;5;5;5;5;5;5;1;2;2;2;2;2;2;2;1;1
518;1,47;21/04/2014;4;7;17:25:00;17:50:47;1;17;1;1997;1;0;0;0;1;2;2;0;1;5;5;4;5;1;1;5;2;5;1;2;2;2;2;2;2;2;1;1
519;0,77;21/04/2014;4;7;17:32:03;17:57:52;1;17;1;1997;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;1;1;2;2;2;2;2;2;2;1;1
52;4,85;02/04/2014;4;2;14:33:09;15:02:27;2;51;5;1963;1;0;1;1;0;1;2;1;1;1;3;1;4;1;5;2;3;5;1;1;1;1;1;1;1;1;2;1
520;0,53;21/04/2014;4;7;17:27:46;17:58:55;1;32;3;1982;1;0;1;1;0;2;2;1;2;4;5;2;2;4;4;4;2;2;1;1;2;1;1;1;1;1;1;1
521;2,47;21/04/2014;4;7;17:40:19;17:59:48;1;55;5;1959;1;1;0;1;0;2;1;1;3;5;5;5;5;5;5;5;5;2;1;1;1;1;1;1;2;2;1;1
522;2,12;21/04/2014;4;7;17:37:12;18:01:16;1;50;5;1964;1;0;1;1;0;1;1;1;1;4;2;4;5;4;1;2;5;5;1;1;1;1;1;1;1;1;2;1
524;1,41;22/04/2014;4;1;14:02:27;14:23:52;2;30;3;1984;1;0;1;1;1;1;2;0;1;1;1;5;3;1;3;3;1;5;1;1;1;2;1;1;2;1;1;1
526;0,63;22/04/2014;4;1;14:23:08;14:37:32;2;17;1;1997;1;0;1;1;0;2;1;1;1;5;5;4;5;5;5;5;1;3;1;2;2;2;2;1;2;2;1;1
527;3,9;22/04/2014;4;1;14:36:31;15:00:46;2;40;4;1974;1;1;0;1;0;1;1;1;1;4;2;2;3;3;5;5;5;4;1;1;1;1;1;1;2;1;2;1
530;0,55;22/04/2014;4;1;14:53:06;15:10:36;2;42;4;1972;1;0;1;1;0;2;1;1;1;4;4;1;4;4;5;5;3;3;1;1;1;1;1;1;2;2;1;1
531;0,96;22/04/2014;4;1;15:04:09;15:16:47;1;60;5;1954;0;0;0;0;0;2;2;0;4;5;4;4;5;4;5;5;4;4;;;;;;;;;;
532;4,06;22/04/2014;4;1;15:16:48;15:36:31;2;43;4;1971;1;0;1;1;0;1;2;1;1;3;4;3;4;3;4;4;3;3;1;1;1;1;1;1;1;1;1;1
533;0,64;22/04/2014;4;1;15:15:48;15:41:48;2;30;3;1984;1;0;1;1;0;1;2;1;1;4;4;4;5;5;5;5;5;5;1;1;1;1;2;1;2;1;1;1
534;4,13;22/04/2014;4;1;15:38:28;16:00:34;1;16;1;1998;1;0;0;1;0;2;1;1;1;2;5;3;3;3;4;5;3;5;1;1;2;1;1;1;1;2;1;1
536;5,18;22/04/2014;4;1;15:59:43;16:32:18;1;41;4;1973;1;0;0;1;0;1;1;1;1;1;3;1;2;1;3;5;2;1;1;1;1;1;1;1;2;2;1;1
537;0,85;22/04/2014;4;1;15:43:26;16:34:30;2;16;1;1998;1;0;1;1;0;2;2;1;1;5;4;4;4;4;1;1;4;4;1;1;1;1;1;1;1;1;2;1
539;6,55;22/04/2014;4;1;16:21:20;16:44:30;2;27;3;1987;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;5;4;1;2;2;2;2;2;2;2;1;1
54;0,51;02/04/2014;4;2;14:49:42;15:12:14;1;32;3;1982;0;0;0;0;0;2;2;0;3;2;3;2;2;2;5;5;2;1;;;;;;;;;;
540;0,82;22/04/2014;4;1;16:29:02;16:48:18;1;17;1;1997;1;0;1;1;1;1;2;0;1;5;3;2;3;4;1;5;1;3;1;1;1;1;1;1;1;1;1;1
541;0,54;22/04/2014;4;1;16:17:31;16:50:12;1;21;2;1993;1;0;0;1;0;2;1;1;1;4;5;1;3;1;4;4;5;4;1;1;1;1;1;1;1;2;2;1
542;1,27;22/04/2014;4;1;16:33:56;17:03:44;2;20;2;1994;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;1;1;2;2;2;2;2;2;2;1;1
543;0,71;22/04/2014;4;1;16:50:13;17:11:10;1;25;3;1989;1;0;1;1;0;2;2;1;1;1;1;1;1;4;5;1;4;1;1;1;2;1;1;1;1;1;1;1
544;0,83;22/04/2014;4;1;16:53:10;17:13:05;1;45;4;1969;1;0;1;1;0;1;2;1;1;5;1;1;4;4;5;4;5;3;1;1;1;1;1;1;2;1;1;1
548;0,55;22/04/2014;4;1;17:39:25;17:58:02;1;37;4;1977;1;1;0;1;0;2;1;1;4;5;5;2;2;5;5;5;5;2;1;1;2;1;1;1;1;2;1;1
549;0,82;23/04/2014;4;2;14:02:05;14:21:02;2;40;4;1974;1;1;0;1;0;2;1;1;5;3;5;4;3;3;5;5;5;1;2;1;2;1;1;1;2;2;2;1
55;6,55;02/04/2014;4;2;14:39:20;15:24:17;1;52;5;1962;1;0;1;1;0;2;2;1;1;4;1;1;1;4;2;4;1;1;1;1;2;1;1;1;1;2;1;1
550;0,49;23/04/2014;4;2;14:07:19;14:31:15;2;28;3;1986;1;0;1;1;0;1;2;1;1;1;1;1;1;4;1;4;4;1;1;1;1;1;1;1;1;1;1;1
551;4,85;23/04/2014;4;2;14:17:38;14:35:37;1;38;4;1976;1;0;0;0;1;2;2;0;1;3;5;5;3;1;3;5;1;1;1;1;2;1;2;2;2;1;1;1
552;0,47;23/04/2014;4;2;14:10:58;14:36:23;1;24;2;1990;1;0;1;1;0;1;2;1;1;3;1;1;3;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1
554;0,61;23/04/2014;4;2;14:51:44;15:05:48;2;17;1;1997;0;0;0;0;0;2;2;0;1;4;5;5;4;5;5;5;4;5;;;;;;;;;;
555;7,61;23/04/2014;4;2;14:53:50;15:09:01;2;54;5;1960;1;0;1;1;0;2;2;1;3;4;5;1;3;3;5;5;5;1;1;1;2;1;1;1;3;2;2;1
556;0,79;23/04/2014;4;2;14:43:21;15:09:15;2;23;2;1991;1;0;1;1;0;2;2;1;1;4;5;4;2;2;2;2;2;5;1;1;1;1;1;1;1;2;1;1
558;2;23/04/2014;4;2;15:04:56;15:27:54;2;18;1;1996;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;4;4;1;2;2;2;2;2;2;2;1;1
561;0,87;23/04/2014;4;2;15:19:26;15:44:20;2;30;3;1984;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;3;1;1;2;2;2;2;2;2;2;2;1
562;0,81;23/04/2014;4;2;15:10:22;15:45:36;1;30;3;1984;0;0;0;0;0;2;2;0;1;4;4;5;4;4;5;5;5;1;;;;;;;;;;
563;1,04;23/04/2014;4;2;15:33:17;15:53:38;1;19;1;1995;1;0;0;1;0;1;2;1;1;3;1;4;1;4;1;3;3;3;1;1;1;1;1;1;1;1;1;1
564;0,52;23/04/2014;4;2;15:47:37;16:08:04;2;25;3;1989;1;0;0;0;1;2;2;0;1;4;5;2;5;4;5;4;4;5;1;1;2;1;2;1;2;2;1;1
566;0,67;23/04/2014;4;2;16:10:40;16:25:01;2;20;2;1994;1;0;0;0;1;2;2;0;3;5;5;5;5;5;5;5;5;5;1;2;2;2;2;2;2;2;1;1
567;0,69;23/04/2014;4;2;16:17:45;16:36:44;2;44;4;1970;1;0;1;1;1;1;2;0;3;3;2;3;5;5;5;5;5;3;1;1;1;1;1;1;2;2;2;1
568;0,84;23/04/2014;4;2;16:19:13;16:37:11;1;62;5;1952;1;0;0;1;0;2;1;1;2;3;3;3;3;3;5;5;2;3;1;1;1;1;1;1;2;1;1;1
57;0,63;02/04/2014;4;2;15:16:38;15:37:08;1;52;5;1962;1;0;1;1;0;1;2;1;1;3;1;3;3;3;5;5;5;3;1;1;1;1;1;1;1;1;2;1
570;0,93;23/04/2014;4;2;16:25:38;16:55:16;1;35;4;1979;1;0;0;0;1;2;2;0;1;4;3;5;2;2;4;4;5;3;1;2;2;3;2;2;2;2;2;2
572;0,97;23/04/2014;4;2;16:39:31;17:06:48;1;63;5;1951;1;0;0;1;0;2;1;1;1;1;3;5;1;3;5;5;4;2;1;1;1;1;1;1;2;2;1;1
573;0,56;24/04/2014;4;3;14:09:08;14:24:35;2;40;4;1974;1;0;0;1;0;1;1;1;3;4;3;2;3;3;3;1;5;4;1;1;1;1;1;1;1;1;2;1
575;0,89;24/04/2014;4;3;14:07:37;14:25:26;1;40;4;1974;1;0;1;1;0;1;1;1;2;4;2;2;4;2;5;5;5;4;1;1;1;1;1;1;2;2;2;1
577;0,77;24/04/2014;4;3;14:22:09;14:40:35;2;65;5;1949;1;0;0;1;0;2;1;1;5;5;5;5;3;5;5;5;5;1;2;2;2;1;1;2;2;2;2;1
578;0,53;24/04/2014;4;3;14:35:10;14:53:04;2;36;4;1978;1;0;1;1;0;2;2;1;3;4;3;3;3;5;5;5;5;3;1;1;1;1;1;2;1;1;2;1
58;5,54;02/04/2014;4;2;15:25:34;15:54:37;2;41;4;1973;1;0;0;0;1;2;2;0;1;4;5;1;3;3;1;3;3;1;1;2;2;2;1;1;2;2;1;1
580;0,66;24/04/2014;4;3;14:45:48;15:15:27;1;17;1;1997;1;0;1;1;0;1;2;1;1;3;1;1;3;1;5;3;5;3;1;1;2;1;1;1;2;1;1;1
582;5,7;24/04/2014;4;3;14:49:41;15:22:09;1;26;3;1988;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;5;1;2;2;2;2;2;2;2;1;1
584;1,08;24/04/2014;4;3;15:33:41;15:59:04;1;18;1;1996;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;5;3;1;2;2;2;2;2;2;2;2;1
586;3,45;24/04/2014;4;3;15:28:17;16:13:13;1;22;2;1992;1;0;1;1;0;1;2;1;1;3;5;3;5;1;4;5;3;4;1;1;2;1;1;1;1;1;1;1
587;1,68;24/04/2014;4;3;16:20:29;16:42:49;2;20;2;1994;1;0;1;1;0;2;2;1;1;1;3;1;4;1;3;4;4;1;1;1;2;1;1;1;2;1;1;1
588;2,32;24/04/2014;4;3;16:22:10;16:45:30;2;15;1;1999;1;0;1;1;1;2;2;0;1;5;5;5;5;5;5;5;1;4;1;2;2;2;2;2;2;2;1;1
589;5,01;24/04/2014;4;3;16:34:02;16:54:52;1;53;5;1961;1;0;0;0;1;2;2;0;1;3;4;1;3;3;5;5;3;2;1;1;2;1;1;1;2;2;1;1
59;0,52;02/04/2014;4;2;15:13:19;16:00:58;1;30;3;1984;1;0;0;0;1;2;2;0;1;4;4;4;4;4;5;5;3;1;1;2;2;2;2;1;2;2;1;1
590;0,52;24/04/2014;4;3;16:34:33;16:58:54;2;44;4;1970;1;0;1;1;0;2;1;1;1;1;5;1;1;1;4;4;1;1;1;1;2;1;1;1;1;1;1;1
592;0,52;24/04/2014;4;3;16:56:36;17:22:20;2;45;4;1969;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;2;1;2;2;2;2;2;2;2;1;1
593;0,48;24/04/2014;4;3;16:57:52;17:23:08;2;28;3;1986;1;0;0;1;0;2;1;1;1;3;5;2;1;4;2;5;3;1;1;1;2;1;1;1;1;2;1;1
595;0,74;24/04/2014;4;3;17:00:47;17:32:59;2;25;3;1989;1;0;0;1;0;2;1;1;1;2;5;2;2;1;2;4;2;4;1;1;2;1;1;1;1;1;1;1
596;0,51;25/04/2014;4;4;14:28:56;14:47:35;1;33;3;1981;1;0;1;1;0;1;2;1;4;4;1;1;3;4;5;5;5;1;1;1;1;1;1;1;1;1;1;1
598;6,97;25/04/2014;4;4;14:24:33;14:49:22;2;31;3;1983;1;0;1;1;0;1;2;1;1;2;2;3;3;2;4;5;5;3;1;1;1;1;1;1;3;1;2;1
599;0,96;25/04/2014;4;4;14:28:29;14:58:46;2;61;5;1953;1;0;0;1;0;1;1;1;3;5;1;1;3;5;5;5;5;1;1;1;1;1;1;1;1;1;2;1
6;0,57;31/03/2014;3;7;14:35:45;14:56:18;2;22;2;1992;1;0;0;0;1;2;2;0;2;3;3;5;5;3;4;3;3;5;1;2;2;2;2;2;2;2;1;1
600;5,11;25/04/2014;4;4;14:56:24;15:13:27;2;35;4;1979;0;0;0;0;0;2;2;0;5;5;5;3;2;5;5;5;5;4;;;;;;;;;;
602;6,77;25/04/2014;4;4;14:44:58;15:16:49;2;54;5;1960;1;0;0;1;0;2;1;1;1;1;3;3;3;3;5;5;1;4;1;1;1;1;1;1;2;2;1;1
605;0,51;25/04/2014;4;4;15:17:05;15:43:43;2;28;3;1986;1;0;1;1;0;2;2;1;1;2;5;4;2;2;3;3;5;5;1;1;2;1;1;1;1;1;2;1
606;0,55;25/04/2014;4;4;15:29:49;15:46:52;1;30;3;1984;1;0;1;1;0;2;1;1;3;1;5;1;1;1;5;5;3;1;1;1;2;1;1;1;1;1;1;1
609;0,54;25/04/2014;4;4;15:39:19;16:02:30;1;40;4;1974;1;0;0;0;1;2;2;0;2;5;5;5;5;5;5;5;2;1;1;2;2;2;2;2;2;2;1;1
61;0,69;02/04/2014;4;2;15:42:08;16:12:34;2;43;4;1971;1;0;0;1;0;2;1;1;1;5;1;2;3;5;5;5;4;4;1;1;2;1;1;1;2;2;1;1
610;0,62;25/04/2014;4;4;15:56:36;16:14:06;2;55;5;1959;0;0;0;0;0;2;2;0;1;5;4;5;5;5;4;4;5;1;;;;;;;;;;
613;6,7;25/04/2014;4;4;16:28:57;16:54:02;2;32;3;1982;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;4;1;2;2;1;2;1;2;2;1;1
615;2,57;25/04/2014;4;4;16:51:11;17:13:35;2;14;1;2000;1;0;1;1;0;1;2;1;2;2;2;3;4;2;1;1;4;5;1;1;1;1;1;1;1;1;2;1
619;1,06;26/04/2014;4;5;14:02:24;14:18:34;1;62;5;1952;1;1;0;1;1;2;2;0;5;5;5;5;5;5;5;5;5;1;1;2;2;2;2;2;2;2;1;1
620;0,54;26/04/2014;4;5;14:04:31;14:27:49;1;49;4;1965;1;0;0;0;1;2;2;0;3;5;3;5;3;5;5;5;4;3;1;2;1;1;1;2;2;2;1;1
621;0,73;26/04/2014;4;5;14:03:22;14:29:35;1;21;2;1993;1;0;1;1;0;1;2;1;5;5;1;3;1;5;3;4;5;2;1;1;1;1;1;1;1;1;1;1
623;0,98;26/04/2014;4;5;14:47:24;15:04:38;2;45;4;1969;1;0;1;1;0;2;2;1;1;4;5;4;4;2;5;5;4;4;1;1;2;1;1;1;2;2;1;1
625;0,6;26/04/2014;4;5;15:20:35;15:44:09;1;23;2;1991;1;0;1;1;0;2;2;1;1;1;1;5;1;5;1;1;1;1;1;2;1;1;2;1;2;1;1;1
626;0,5;26/04/2014;4;5;15:42:50;15:59:36;2;26;3;1988;1;1;0;1;0;2;1;1;3;4;5;2;3;3;3;5;4;4;1;1;2;1;1;1;1;1;1;1
627;2,93;26/04/2014;4;5;15:49:18;16:03:45;1;36;4;1978;1;0;0;0;1;2;2;0;3;5;5;5;4;5;5;5;4;3;1;2;2;2;2;2;2;2;1;1
629;0,71;26/04/2014;4;5;15:56:07;16:23:40;1;19;1;1995;1;0;0;0;1;2;2;0;1;1;5;2;3;2;5;3;1;2;1;1;2;2;1;1;2;2;1;1
63;4,85;02/04/2014;4;2;15:47:18;16:14:28;2;50;5;1964;1;0;0;1;0;1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1
630;0,57;26/04/2014;4;5;16:10:19;16:32:49;2;46;4;1968;1;0;1;1;0;1;2;1;3;4;1;1;1;4;5;5;5;1;1;1;1;1;1;1;1;1;2;1
631;0,54;26/04/2014;4;5;16:12:01;16:34:52;1;25;3;1989;1;0;0;1;0;1;1;1;1;5;1;1;2;5;2;1;3;2;1;1;1;1;1;1;1;1;1;1
632;0,68;26/04/2014;4;5;16:29:21;16:37:17;2;43;4;1971;0;0;0;0;0;2;2;0;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;
635;0,67;26/04/2014;4;5;16:55:15;17:08:25;2;20;2;1994;0;0;0;0;0;2;2;0;4;5;4;4;4;4;5;4;4;4;;;;;;;;;;
636;0,74;26/04/2014;4;5;16:46:05;17:11:22;2;17;1;1997;1;0;1;1;0;2;2;1;1;1;5;5;5;3;1;1;3;5;1;1;1;1;1;1;1;2;1;1
637;2,48;26/04/2014;4;5;16:58:50;17:29:36;2;16;1;1998;1;0;0;1;0;1;1;1;2;2;2;4;4;3;3;4;4;4;1;1;1;1;1;1;1;1;1;1
